name,address,city,state,zip_code,place_id,lat,lng,source_query
Islamic Cultural Center Riverside Drive,"1 Riverside Dr, New York, NY 10023, United States",New York,NY,10023,ChIJsxvZLmJYwokRAMsZaNGZzXU,40.7804642,-73.98538049999999,"mosques in Manhattan, NYC"
Masjid Malcolm Shabazz,"102 W 116th St, New York, NY 10026, United States",New York,NY,10026,ChIJw6noUxD2wokRnj5_OciSlA8,40.8020169,-73.95023929999999,"mosques in Manhattan, NYC"
Al-Aman Mosque,"203 Forbell St, Brooklyn, NY 11208, United States",Brooklyn,NY,11208,ChIJTekAOpVdwokRwp9q-SJz80k,40.6781623,-73.86380919999999,"mosques in Brooklyn, NYC"
Masjid Dar Al-Istiqamah (NYICCI),"1239 Belmont Ave, Brooklyn, NY 11208, United States",Brooklyn,NY,11208,ChIJrTB4UJRdwokR9J3j_a70R0s,40.6754245,-73.8617501,"mosques in Brooklyn, NYC"
Baitul Mamur Mosque and Community Center,"1033 Glenmore Ave, Brooklyn, NY 11208, United States",Brooklyn,NY,11208,ChIJ2Z4YLrldwokRw4rtSdN0F4U,40.67686399999999,-73.8718057,"mosques in Brooklyn, NYC"
AT Taqwa Inc,"1266 Bedford Ave, Brooklyn, NY 11216, United States",Brooklyn,NY,11216,ChIJywK230BbwokRol74mugarhc,40.6804573,-73.9535324,"mosques in Brooklyn, NYC"
Musjid Abu Hanifah Inc.,"2743 Pitkin Ave, Brooklyn, NY 11208, United States",Brooklyn,NY,11208,ChIJe2AFsb5dwokRktD2tXwmWoo,40.6756949,-73.8707761,"mosques in Brooklyn, NYC"
Brooklyn Islamic Center,"722 Church Ave, Brooklyn, NY 11218, United States",Brooklyn,NY,11218,ChIJ2w5pIDtbwokRxl2FvsYXWTQ,40.6455145,-73.9724401,"mosques in Brooklyn, NYC"
New Lots Islamic Center,"604 Jerome St, Brooklyn, NY 11207, United States",Brooklyn,NY,11207,ChIJ5yyjl6tdwokRJMovfeF79Bo,40.66600649999999,-73.8849771,"mosques in Brooklyn, NYC"
Makki Masjid Muslim Community Center,"1089 Coney Island Ave, Brooklyn, NY 11230, United States",Brooklyn,NY,11230,ChIJM13fesxEwokRrI8E-quqsk0,40.6310149,-73.96619770000001,"mosques in Brooklyn, NYC"
Al-Furqan Jame Masjid Inc.,"76-18 Glenmore Ave, Ozone Park, NY 11417, United States",Ozone Park,NY,11417,ChIJKWXRsZRdwokR2ij8hS6tJ-g,40.6778805,-73.8602545,"mosques in Brooklyn, NYC"
Masjid An Namirah,"2135 Pitkin Ave, Brooklyn, NY 11207, United States",Brooklyn,NY,11207,ChIJx6zG9gVdwokREBs-27ONui8,40.6723556,-73.8936354,"mosques in Brooklyn, NYC"
MCC: Muslim Community Center (Brooklyn),"5320 3rd Ave, Brooklyn, NY 11220, United States",Brooklyn,NY,11220,ChIJ-4r4Lq1awokR8tvS-2P7vPo,40.6457245,-74.0170673,"mosques in Brooklyn, NYC"
Baitun Noor Masjid,"88-19 Liberty Ave, Jamaica, NY 11417, United States",Jamaica,NY,11417,ChIJf1t0uvNdwokRlaLWQTnJtXY,40.6802121,-73.8499659,"mosques in Brooklyn, NYC"
Al-Farooq Mosque,"554 Atlantic Ave, Brooklyn, NY 11217, United States",Brooklyn,NY,11217,ChIJ1Wfbmq1bwokRUvKq1ayw3VY,40.6846907,-73.9794847,"mosques in Brooklyn, NYC"
Ozone Park Jame Masjid,"91-03 101st Ave, Ozone Park, NY 11416, United States",Ozone Park,NY,11416,ChIJxcwphfFdwokRIz6ZBJr6-00,40.6834969,-73.8492352,"mosques in Brooklyn, NYC"
Greenpoint Islamic Center,"602 Leonard St, Brooklyn, NY 11222, United States",Brooklyn,NY,11222,ChIJnYka00VZwokRDlFrcoM5kbo,40.7253909,-73.9503691,"mosques in Brooklyn, NYC"
Baitush Sharf Jame Masjid & Islamic Center,"769 Bergen St, Brooklyn, NY 11238, United States",Brooklyn,NY,11238,ChIJJQPQ06NbwokRA_u6OBeGoGM,40.6784161,-73.9627414,"mosques in Brooklyn, NYC"
Masjid and Islamic Center of Ridgewood,"10-19 Wyckoff Ave, Flushing, NY 11385, United States",Flushing,NY,11385,ChIJ6bEWDJJdwokRQKKRHllgbcM,40.6957359,-73.903869,"mosques in Brooklyn, NYC"
Albanian American Islamic Center,"72-24 Myrtle Ave, Glendale, NY 11385, United States",Glendale,NY,11385,ChIJg_3xIHhewokRa0Bfp2CePVU,40.7021272,-73.8773491,"mosques in Brooklyn, NYC"
Islamic Research And Dawah Center,"406 Autumn Ave, Brooklyn, NY 11208, United States",Brooklyn,NY,11208,ChIJR7genMBdwokR6NoNYNTPXys,40.6798602,-73.8694526,"mosques in Brooklyn, NYC"
Al Mustafa Islamic Center Masjid,"735 Ocean View Ave, Brooklyn, NY 11235, United States",Brooklyn,NY,11235,ChIJ5z4qE0JEwokRsbA5Sknefpw,40.5801153,-73.9602397,"mosques in Brooklyn, NYC"
Islamic Society of Flatbush (Masjid Dar al Arqam),"3318 Church Ave, Brooklyn, NY 11203, United States",Brooklyn,NY,11203,ChIJH3nj22hbwokR8wuuIiDuplc,40.6508826,-73.94599149999999,"mosques in Brooklyn, NYC"
Canarsie Islamic Services Inc,"959 E 85th St, Brooklyn, NY 11236, United States",Brooklyn,NY,11236,ChIJBTgdQMZcwokRzDf_TxFma1A,40.6369123,-73.9081479,"mosques in Brooklyn, NYC"
Islamic Society of Bay Ridge,"6807 5th Ave a1, Brooklyn, NY 11220, United States",Brooklyn,NY,11220,ChIJjUxQV1BFwokRSgueFLDVZF8,40.6338102,-74.0207064,"mosques in Brooklyn, NYC"
Masjid Al-Rahman,"333 86th St, Brooklyn, NY 11209, United States",Brooklyn,NY,11209,ChIJFW2Q_19FwokR-Icc1JmzbBM,40.6233705,-74.0299766,"mosques in Brooklyn, NYC"
Fultoli Jame masjid & islamic institute ozone park inc.,"84-05 101st Ave, Ozone Park, NY 11416, United States",Ozone Park,NY,11416,ChIJZ8cf6O1dwokR_eYCUT2vzKg,40.6818081,-73.8551351,"mosques in Brooklyn, NYC"
Ibrahim Masjid & Communty Center,"95-04 103rd Ave, Jamaica, NY 11417, United States",Jamaica,NY,11417,ChIJz7euWm9dwokRKiJ5QIh3CPQ,40.6823841,-73.8442401,"mosques in Brooklyn, NYC"
Masjid Al-Ihsaan,"977 Fulton St, Brooklyn, NY 11238, United States",Brooklyn,NY,11238,ChIJQ9eSSqNbwokR2aE9YV3_DNk,40.6830173,-73.9640587,"mosques in Brooklyn, NYC"
Nur Al-Islam Mosque,"21 Church Ave, Brooklyn, NY 11218, United States",Brooklyn,NY,11218,ChIJEYNb-ilbwokREvsHRjeT3zw,40.6417829,-73.9824429,"mosques in Brooklyn, NYC"
Muhammad Mosque,"202 Pennsylvania Ave # A, Brooklyn, NY 11207, United States",Brooklyn,NY,11207,ChIJketTwlFcwokRSLn9AkbHy9s,40.67283219999999,-73.8963133,"mosques in Brooklyn, NYC"
American Turkish Eyup Sultan Cultural Center,"2814 Brighton 3rd St, Brooklyn, NY 11235, United States",Brooklyn,NY,11235,ChIJK9minUREwokRfUKMnuYYHb8,40.5826347,-73.9656392,"mosques in Brooklyn, NYC"
Broadway Masjid & Islamic Center,"345 Broadway, Brooklyn, NY 11211, United States",Brooklyn,NY,11211,ChIJdY_sIuFbwokRMTEA7YE3qko,40.7078764,-73.9559759,"mosques in Brooklyn, NYC"
Masjid Imam Abu Hanifa,"423 Ocean Pkwy Ground floor, Brooklyn, NY 11218, United States",Brooklyn,NY,11218,ChIJaSLfIk5bwokR7JlqceRFgRo,40.6382736,-73.9725115,"mosques in Brooklyn, NYC"
Al-Huda Mosque,"64 E 98th St, Brooklyn, NY 11212, United States",Brooklyn,NY,11212,ChIJW1DbY4hcwokR2g06dF5f1sY,40.6650514,-73.9231811,"mosques in Brooklyn, NYC"
Masjid Baitul Hamd,"50 New York Ave, Brooklyn, NY 11216, United States",Brooklyn,NY,11216,ChIJY6sQjDlbwokRWaum7Co63tQ,40.67859869999999,-73.94706029999999,"mosques in Brooklyn, NYC"
Al Madina Mosque islamic Center of Brooklyn,"1781 East 16th Street, Brooklyn, NY 11229, United States",Brooklyn,NY,11229,ChIJd2k6CpNEwokRw1i9-cgMEIM,40.606413,-73.95672689999999,"mosques in Brooklyn, NYC"
Al-Abedin Masjid,"251 Nostrand Ave, Brooklyn, NY 11205, United States",Brooklyn,NY,11205,ChIJL-DnPJNbwokRw_4Zxy02TP8,40.6902825,-73.9514145,"mosques in Brooklyn, NYC"
Al-Tawheed Mosque,"1013 Church Ave, Brooklyn, NY 11218, United States",Brooklyn,NY,11218,ChIJi0mQ3zpbwokRMrwlxuJ13Oo,40.6468887,-73.9699072,"mosques in Brooklyn, NYC"
Islamic Mission of America/Dawood Mosque,"143 State St, Brooklyn, NY 11201, United States",Brooklyn,NY,11201,ChIJGU0ca09awokRaQ0J81PfaCM,40.6908505,-73.9934562,"mosques in Brooklyn, NYC"
Beit El-Maqdis Islamic Center,"6206 6th Ave, Brooklyn, NY 11220, United States",Brooklyn,NY,11220,ChIJ9Wnt0U1FwokR5gvn8mpv3G4,40.6366464,-74.01573429999999,"mosques in Brooklyn, NYC"
Al-Imam Al-Albani Mosque,"463 3rd Ave, Brooklyn, NY 11215, United States",Brooklyn,NY,11215,ChIJif3tyPtawokR_maQkAt7Us0,40.6711155,-73.9911202,"mosques in Brooklyn, NYC"
Masjid Al-Marjaan,"4703 Avenue D, Brooklyn, NY 11203, United States",Brooklyn,NY,11203,ChIJw2KfFYddwokRnYQnEK3ZEAs,40.6421001,-73.93205019999999,"mosques in Brooklyn, NYC"
Al-Ihsaan Mosque,"65 Utica Ave, Brooklyn, NY 11213, United States",Brooklyn,NY,11213,ChIJx7EIinlcwokRLgMgyHTwBqA,40.6768751,-73.9302209,"mosques in Brooklyn, NYC"
Masjid Tawhid,"928 DeKalb Ave, Brooklyn, NY 11221, United States",Brooklyn,NY,11221,ChIJp4USJa9bwokRLVQLXOE64jY,40.6927537,-73.9385428,"mosques in Brooklyn, NYC"
Umar Mosque,"232 Neptune Ave, Brooklyn, NY 11235, United States",Brooklyn,NY,11235,ChIJmWYmWEJEwokRrD7gL8kI_Qc,40.5812969,-73.9617461,"mosques in Brooklyn, NYC"
Masjid Baitus Salam,"167 E 43rd St, Brooklyn, NY 11203, United States",Brooklyn,NY,11203,ChIJqf1_f45bwokRWdrAjJ7lmf4,40.6518843,-73.93703909999999,"mosques in Brooklyn, NYC"
Sheepshead Bay Muslim Center,"2812 Voorhies Ave, Brooklyn, NY 11235, United States",Brooklyn,NY,11235,ChIJmYLIvX5EwokR5pYfRJzPfuA,40.5870187,-73.9408435,"mosques in Brooklyn, NYC"
Abu Bakr El Seddique Mosque,"115 Foster Ave, Brooklyn, NY 11230, United States",Brooklyn,NY,11230,ChIJbwJkJ9FEwokRfSuuIlaoSaY,40.6279779,-73.9760632,"mosques in Brooklyn, NYC"
Ditmas Park Masjid,"2332 Newkirk Ave, Brooklyn, NY 11226, United States",Brooklyn,NY,11226,ChIJ_-OzBOxbwokRolxNR9KDSa4,40.6393986,-73.9550739,"mosques in Brooklyn, NYC"
Masjid Al-Badr,"2431 Bath Ave, Brooklyn, NY 11214, United States",Brooklyn,NY,11214,ChIJA8XElKdFwokR9pJxmO3fAkE,40.5951416,-73.9920116,"mosques in Brooklyn, NYC"
Masjid Ahlul Qur'aan Wa Sunnah,"135-11 125th St, South Ozone Park, NY 11420, United States",South Ozone Park,NY,11420,ChIJo1f3TxRnwokR5tQ9gaf05fo,40.6689139,-73.8143,"mosques in Brooklyn, NYC"
Masjid Al Jama,"94-17 102nd St, Ozone Park, NY 11416, United States",Ozone Park,NY,11416,ChIJD1twnfhdwokRB39ZdCYCg5A,40.6887947,-73.841934,"mosques in Brooklyn, NYC"
Ibaadu’rrahman Central Mosque,"380 Myrtle Ave, Brooklyn, NY 11205, United States",Brooklyn,NY,11205,ChIJ74ccH7hbwokRhoJ_GRw297E,40.6929889,-73.97101789999999,"mosques in Brooklyn, NYC"
Masjid Aisha Mill Basin Islamic Center,"in basement, 5804 Avenue N, Brooklyn, NY 11234, United States",Brooklyn,NY,11234,ChIJlb9exHFDwokR_h91Nq7hDY4,40.6192324,-73.9189919,"mosques in Brooklyn, NYC"
Quba Mosque,"1323 Foster Ave, Brooklyn, NY 11230, United States",Brooklyn,NY,11230,ChIJY6W4tDRbwokR8vhlNTz7hXY,40.6337167,-73.9641448,"mosques in Brooklyn, NYC"
Ozone Park Islamic Center,"104-23 103rd St, Ozone Park, NY 11417, United States",Ozone Park,NY,11417,ChIJa6ghyNpnwokRO4kQA1PQAmY,40.6811006,-73.8372687,"mosques in Brooklyn, NYC"
Faizan-E-Madinah (Brooklyn),"715 Coney Island Ave, Brooklyn, NY 11218, United States",Brooklyn,NY,11218,ChIJmzl2nDFbwokRqZTi271NbFQ,40.640158,-73.968673,"mosques in Brooklyn, NYC"
Masjid Baitul Gaffar,"86-81 102nd St, Richmond Hill, NY 11418, United States",Richmond Hill,NY,11418,ChIJN4Z63TpdwokRBVK7WHX6qDs,40.694727,-73.8450453,"mosques in Brooklyn, NYC"
Al Marwa Islamic Center,"2015 64th St, Brooklyn, NY 11204, United States",Brooklyn,NY,11204,ChIJS61yICBFwokRn_8vuK-ZOT4,40.6169317,-73.9847527,"mosques in Brooklyn, NYC"
Diyanet Mosque of Brooklyn Eyup Sultan,"2812 Brighton 3rd St, Brooklyn, NY 11235, United States",Brooklyn,NY,11235,ChIJfQwaYfJFwokRXukJPy6JVU8,40.5826675,-73.9656385,"mosques in Brooklyn, NYC"
Baitul Jannah Zame Masjid and Muslim Community Center,"569 McDonald Ave, Brooklyn, NY 11218, United States",Brooklyn,NY,11218,ChIJ-ckh3StbwokRykGUGsOG_Ew,40.6402434,-73.9786919,"mosques in Brooklyn, NYC"
Al-Furqan Jame Masjid Inc.,"76-18 Glenmore Ave, Ozone Park, NY 11417, United States",Ozone Park,NY,11417,ChIJKWXRsZRdwokR2ij8hS6tJ-g,40.6778805,-73.8602545,"mosques in Queens, NYC"
Masjid Ahlul Qur'aan Wa Sunnah,"135-11 125th St, South Ozone Park, NY 11420, United States",South Ozone Park,NY,11420,ChIJo1f3TxRnwokR5tQ9gaf05fo,40.6689139,-73.8143,"mosques in Queens, NYC"
MUNA Center of New York,"80-50 Pitkin Ave, Ozone Park, NY 11417, United States",Ozone Park,NY,11417,ChIJjZc7QHVdwokRJL4wIzGo0u0,40.6759255,-73.855684,"mosques in Queens, NYC"
Masjid Al Jama,"94-17 102nd St, Ozone Park, NY 11416, United States",Ozone Park,NY,11416,ChIJD1twnfhdwokRB39ZdCYCg5A,40.6887947,-73.841934,"mosques in Queens, NYC"
Jamaica Muslim Center,"85-37 JMC Way, Jamaica, NY 11432, United States",Jamaica,NY,11432,ChIJjxcp7-FgwokR0Anky0BRMJg,40.7126175,-73.7958441,"mosques in Queens, NYC"
Ozone Park Jame Masjid,"91-03 101st Ave, Ozone Park, NY 11416, United States",Ozone Park,NY,11416,ChIJxcwphfFdwokRIz6ZBJr6-00,40.6834969,-73.8492352,"mosques in Queens, NYC"
Ibrahim Masjid & Communty Center,"95-04 103rd Ave, Jamaica, NY 11417, United States",Jamaica,NY,11417,ChIJz7euWm9dwokRKiJ5QIh3CPQ,40.6823841,-73.8442401,"mosques in Queens, NYC"
Al-Aman Mosque,"203 Forbell St, Brooklyn, NY 11208, United States",Brooklyn,NY,11208,ChIJTekAOpVdwokRwp9q-SJz80k,40.6781623,-73.86380919999999,"mosques in Queens, NYC"
Baitun Noor Masjid,"88-19 Liberty Ave, Jamaica, NY 11417, United States",Jamaica,NY,11417,ChIJf1t0uvNdwokRlaLWQTnJtXY,40.6802121,-73.8499659,"mosques in Queens, NYC"
Fultoli Jame masjid & islamic institute ozone park inc.,"84-05 101st Ave, Ozone Park, NY 11416, United States",Ozone Park,NY,11416,ChIJZ8cf6O1dwokR_eYCUT2vzKg,40.6818081,-73.8551351,"mosques in Queens, NYC"
Albanian American Islamic Center,"72-24 Myrtle Ave, Glendale, NY 11385, United States",Glendale,NY,11385,ChIJg_3xIHhewokRa0Bfp2CePVU,40.7021272,-73.8773491,"mosques in Queens, NYC"
Masjid and Islamic Center of Ridgewood,"10-19 Wyckoff Ave, Flushing, NY 11385, United States",Flushing,NY,11385,ChIJ6bEWDJJdwokRQKKRHllgbcM,40.6957359,-73.903869,"mosques in Queens, NYC"
As-Siddiq Muslim Organization,"117-25 133rd St, South Ozone Park, NY 11420, United States",South Ozone Park,NY,11420,ChIJEw2kJdNgwokRaiD2PiSdlWs,40.676067,-73.8058052,"mosques in Queens, NYC"
Baitul Mamur Mosque and Community Center,"1033 Glenmore Ave, Brooklyn, NY 11208, United States",Brooklyn,NY,11208,ChIJ2Z4YLrldwokRw4rtSdN0F4U,40.67686399999999,-73.8718057,"mosques in Queens, NYC"
Ozone Park Islamic Center,"104-23 103rd St, Ozone Park, NY 11417, United States",Ozone Park,NY,11417,ChIJa6ghyNpnwokRO4kQA1PQAmY,40.6811006,-73.8372687,"mosques in Queens, NYC"
Masjid Dar Al-Istiqamah (NYICCI),"1239 Belmont Ave, Brooklyn, NY 11208, United States",Brooklyn,NY,11208,ChIJrTB4UJRdwokR9J3j_a70R0s,40.6754245,-73.8617501,"mosques in Queens, NYC"
Al-Abidin Mosque,"104-14 127th St #3008, South Richmond Hill, NY 11419, United States",South Richmond Hill,NY,11419,ChIJ9ads8zVnwokRZnsteETwYsc,40.688287,-73.8178267,"mosques in Queens, NYC"
Elmhurst Islamic Center Inc,"87-07 55th Ave, Elmhurst, NY 11373, United States",Elmhurst,NY,11373,ChIJX5CX_k1ewokRf5yVqVM8wpE,40.7352151,-73.8767775,"mosques in Queens, NYC"
Masjid Eesa ibn Maryam,"90-20 191st St, Hollis, NY 11423, United States",Hollis,NY,11423,ChIJJVQNFW1hwokRuFTOREOfJJo,40.7132704,-73.76949309999999,"mosques in Queens, NYC"
Jamiah Islamic Center,"89-50 Woodhaven Blvd, Woodhaven, NY 11421, United States",Woodhaven,NY,11421,ChIJ6c-LqPtdwokRAjGK7YGsIFI,40.6899174,-73.8504123,"mosques in Queens, NYC"
Darus Salaam Mosque New York Inc,"148-16 87th Rd, Jamaica, NY 11435, United States",Jamaica,NY,11435,ChIJA0gdbcNgwokRir9PMgwWiDA,40.706625,-73.808644,"mosques in Queens, NYC"
Al-Hikmah Mosque,"48-01 31st Ave, Astoria, NY 11103, United States",Astoria,NY,11103,ChIJu78KaBZfwokR8jVdepzUW1k,40.7584342,-73.9103547,"mosques in Queens, NYC"
Masjid Ar-Rahman,"98-10 211th St, Queens Village, NY 11429, United States",Queens Village,NY,11429,ChIJISzVdX1hwokRA6s1TNY9wBo,40.7139906,-73.74918790000001,"mosques in Queens, NYC"
"Masjid on the Van Wyck of New York, Inc. (Ala Ahlus Sunnah wal Jama'ah","109-06 Van Wyck Expy, South Ozone Park, NY 11420, United States",South Ozone Park,NY,11420,ChIJUSG5PjJnwokRja8LAV_aUjk,40.6867446,-73.80828079999999,"mosques in Queens, NYC"
Masjid Nur Allah,"97-05 Horace Harding Expy #3, Corona, NY 11368, United States",Corona,NY,11368,ChIJ4RNBGjVewokRe0c_DB2xTZ0,40.7355886,-73.8620394,"mosques in Queens, NYC"
Masjid Baitul Gaffar,"86-81 102nd St, Richmond Hill, NY 11418, United States",Richmond Hill,NY,11418,ChIJN4Z63TpdwokRBVK7WHX6qDs,40.694727,-73.8450453,"mosques in Queens, NYC"
Hazrat Abu Bakr Siddique,"141-47 33rd Ave, Flushing, NY 11354, United States",Flushing,NY,11354,ChIJL7xwPRxgwokR9iI9uNcwT-g,40.7683737,-73.82501719999999,"mosques in Queens, NYC"
Al-Quba Mosque,"121-10 Hillside Ave., Richmond Hill, NY 11418, United States",Richmond Hill,NY,11418,ChIJ5_1OOrBgwokRhmhpUnCo2oA,40.701778,-73.82916569999999,"mosques in Queens, NYC"
Al-Iman Mosque,"24-30 Steinway St, Long Island City, NY 11103, United States",Long Island City,NY,11103,ChIJcd40bWpfwokRarqRDvYtYAM,40.768471,-73.9115833,"mosques in Queens, NYC"
Masjid Al-Koaba South Jamaica Islamic Center,"107-24 Inwood St, Jamaica, NY 11435, United States",Jamaica,NY,11435,ChIJVcqX0dJgwokRTBuweZcyDZA,40.6904948,-73.80430439999999,"mosques in Queens, NYC"
"Islamic Center of Queens NY, Inc.","57-16 37th Ave, Woodside, NY 11377, United States",Woodside,NY,11377,ChIJ28NelhtfwokRLCNt01zh3NY,40.7501182,-73.90459,"mosques in Queens, NYC"
Masjid Sunnat-ul-Jamaat,"112-03 101st Ave, South Richmond Hill, NY 11419, United States",South Richmond Hill,NY,11419,ChIJc6DrklFnwokRMlZtHbF9tH0,40.6884761,-73.8316851,"mosques in Queens, NYC"
Dar Al Taqwa Islamic Center,"40-20 159th St, Flushing, NY 11358, United States",Flushing,NY,11358,ChIJlbhUhiVgwokRK2dEx2XV7TY,40.7625131,-73.80669929999999,"mosques in Queens, NYC"
Al-Amin Jame Masjid & Islamic Center,"35-19 36th Ave, Long Island City, NY 11106, United States",Long Island City,NY,11106,ChIJGW7toi9fwokR9jQL1E7cMGI,40.75489109999999,-73.9258468,"mosques in Queens, NYC"
Islamic Center of Jackson Heights - Masjid Abu Huraira,"78-04 31st Ave, East Elmhurst, NY 11370, United States",East Elmhurst,NY,11370,ChIJnwDFnotfwokRoER0plLuQ9M,40.758698,-73.8895642,"mosques in Queens, NYC"
Al-Saaliheen Mosque,"72-55 Kissena Blvd #2, Flushing, NY 11367, United States",Flushing,NY,11367,ChIJ5YgBJvRgwokRamPsmO6ir-w,40.7276229,-73.8129926,"mosques in Queens, NYC"
Woodhaven Jame Mosque,"75-10 Jamaica Ave, Jamaica, NY 11421, United States",Jamaica,NY,11421,ChIJvRkqeN1dwokRke3kOY7pxug,40.69139089999999,-73.86607529999999,"mosques in Queens, NYC"
Bosnian-Herzegovinian Islamic Center New York,"37-46 Crescent St, Long Island City, NY 11101, United States",Long Island City,NY,11101,ChIJE5c5Ky1fwokRvexeB1_4tZk,40.7559847,-73.9358116,"mosques in Queens, NYC"
Islamic Circle of North America (ICNA),"166-26 89th Ave, Jamaica, NY 11432, United States",Jamaica,NY,11432,ChIJ-0gLAyBhwokRTjMvNAoDzIg,40.708152,-73.794282,"mosques in Queens, NYC"
Al-Falah Mosque,"42-12 National St, Corona, NY 11368, United States",Corona,NY,11368,ChIJz4vQbMhfwokRQaKM6vC91vs,40.74721479999999,-73.8638209,"mosques in Queens, NYC"
Masjid Mission Center (Haji Camp Masjid),"87-26 175th St, Jamaica, NY 11432, United States",Jamaica,NY,11432,ChIJQVkvPBlhwokRk9RNWFcohds,40.7108267,-73.7874884,"mosques in Queens, NYC"
Astoria Islamic Center,"18-22 Astoria Blvd, Astoria, NY 11102, United States",Astoria,NY,11102,ChIJVQc7Lk9fwokR5a7DIe8cunE,40.7721611,-73.9263424,"mosques in Queens, NYC"
Fultoli Islamic Center,"84-51 Parsons Blvd, Jamaica, NY 11432, United States",Jamaica,NY,11432,ChIJpzkrzJRgwokRRwrhs96_ekk,40.7128769,-73.8063636,"mosques in Queens, NYC"
Masjid Al-Insan,"109-56 164th Pl, Jamaica, NY 11433, United States",Jamaica,NY,11433,ChIJcQp1u-xhwokRpx28d1RAjnM,40.6941786,-73.78757150000001,"mosques in Queens, NYC"
Masjid Hamza Islamic Center,"202 Stuart Ave, Valley Stream, NY 11580, United States",Valley Stream,NY,11580,ChIJs8LPRY5jwokRNNJagxfUY3E,40.68579099999999,-73.716208,"mosques in Queens, NYC"
Madani Mosque Inc,"41-51 69th St, Woodside, NY 11377, United States",Woodside,NY,11377,ChIJMzPj5gFfwokR-WqT7Ndx9LQ,40.7430618,-73.89555849999999,"mosques in Queens, NYC"
Richmond Hill Jame Masjid & Islamic Center,"125-09 Jamaica Ave, Jamaica, NY 11418, United States",Jamaica,NY,11418,ChIJLYbuxLBgwokRyHTLbNHP8oI,40.701139,-73.8253328,"mosques in Queens, NYC"
Masjid Dar-ul Furqan,"35-06 72nd St, Jackson Heights, NY 11372, United States",Jackson Heights,NY,11372,ChIJr_VucAZfwokRrHTxaMoOy14,40.75047,-73.89406919999999,"mosques in Queens, NYC"
Masjid Bilal Queens,"121-03 Sutphin Blvd, Jamaica, NY 11434, United States",Jamaica,NY,11434,ChIJE_UDWABnwokR55uvt2N9ayk,40.6772059,-73.79076069999999,"mosques in Queens, NYC"
Masjid Tawhid (Darut Tawhid),"124-07 Jamaica Ave, Richmond Hill, NY 11418, United States",Richmond Hill,NY,11418,ChIJFY3F5bBgwokRQyR7NTAz9jY,40.7009716,-73.82617429999999,"mosques in Queens, NYC"
Al-Khoei Foundation,"89-89 Van Wyck Expy, Jamaica, NY 11435, United States",Jamaica,NY,11435,ChIJ6evrhchgwokRVg7zSrFR2e4,40.7008962,-73.8150139,"mosques in Queens, NYC"
Islamic Unity & Cultural Center,"114-11 91st Ave, Richmond Hill, NY 11418, United States",Richmond Hill,NY,11418,ChIJiRLJm7ZhwokRKyze-vFZwTw,40.6950283,-73.8329236,"mosques in Queens, NYC"
Masjid El-Ber,"36-05 30th St, Astoria, NY 11106, United States",Astoria,NY,11106,ChIJA4xL5C1fwokRCRwbf0OLFJw,40.7568086,-73.9305112,"mosques in Queens, NYC"
Islamic Research And Dawah Center,"406 Autumn Ave, Brooklyn, NY 11208, United States",Brooklyn,NY,11208,ChIJR7genMBdwokR6NoNYNTPXys,40.6798602,-73.8694526,"mosques in Queens, NYC"
Masjid Al Taufiq,"41-02 Forley St, Elmhurst, NY 11373, United States",Elmhurst,NY,11373,ChIJH5taQ65fwokR-6nA4G6DNus,40.7467851,-73.879412,"mosques in Queens, NYC"
Masjid Abubakar & Community Center,"116-45 Sutphin Blvd, Jamaica, NY 11434, United States",Jamaica,NY,11434,ChIJFRDYVtZmwokRTPO--xbI3Wc,40.6813716,-73.7922076,"mosques in Queens, NYC"
MAS Queens Center,"46-01 20th Ave, Astoria, NY 11105, United States",Astoria,NY,11105,ChIJZW9jYHpfwokRcydISPkOlh4,40.7738946,-73.89780689999999,"mosques in Queens, NYC"
Masjid Omar Ben Abdel-Aziz,"88-29 161st St, Jamaica, NY 11432, United States",Jamaica,NY,11432,ChIJAWNkd95gwokRsNqgphqeRPo,40.7074921,-73.8005197,"mosques in Queens, NYC"
Masjid- MUNA Center of South Jamaica,"164-38 108th Ave, South Jamaica, NY 11433, United States",South Jamaica,NY,11433,ChIJY3jDX6VhwokRVyfK5Cqk654,40.6973093,-73.7890264,"mosques in Queens, NYC"
Jackson Heights Islamic Center,"71-20 Roosevelt Ave, Flushing, NY 11372, United States",Flushing,NY,11372,ChIJbYpfWwFfwokRMduJmdvsX_w,40.7463997,-73.8938814,"mosques in Queens, NYC"
MAS Bronx Muslim Center (Muslim American Society of Upper New York),"702 Rhinelander Ave, Bronx, NY 10462, United States",Bronx,NY,10462,ChIJjcF6GZj0wokRUPgqK4Vs0oU,40.8474373,-73.8665448,"mosques in Bronx, NYC"
The Abrar Mosque,"3016 Bailey Ave, Bronx, NY 10463, United States",Bronx,NY,10463,ChIJ0aDqwjHzwokRNH0UBBZ0wDg,40.8764898,-73.9034538,"mosques in Bronx, NYC"
Parkchester Jame Masjid,"1203 Virginia Ave, Bronx, NY 10472, United States",Bronx,NY,10472,ChIJPcdF6MP0wokRNWH2mUgAXlI,40.8307029,-73.8608854,"mosques in Bronx, NYC"
Islamic Center,"2481 Belmont Ave, Bronx, NY 10458, United States",Bronx,NY,10458,ChIJN8T_CoH0wokRSMToZ7bpcz8,40.8568773,-73.88462,"mosques in Bronx, NYC"
